audit_gender,accuracy,selection_rate,TPR (Recall),FPR
Male,0.8415912169387609,0.6448991231196978,0.8575020955574183,0.19228195404862816
Female,0.8301526717557252,0.6052798982188295,0.8333062814478169,0.17578722103332314
