audit_gender,Full_accuracy,Full_selection_rate,Full_TPR,Full_FPR,Blind_accuracy,Blind_selection_rate,Blind_TPR,Blind_FPR
Male,0.8415912169387609,0.6448991231196978,0.8575020955574183,0.19228195404862816,0.8596278605546446,0.7440650174663149,0.9436295054484493,0.31920588891367385
Female,0.8301526717557252,0.6052798982188295,0.8333062814478169,0.17578722103332314,0.8593087362171332,0.7084393553859203,0.9345885408212953,0.2824824212778967
